date,city,state,dead,injured,total,description
12/7/20,Lansing,Michigan,0,5,5,Three women and two men were injured after someone opened fire outside an apartment complex. At the complex there was a large party happening with over 100 people present.
12/7/20,Chicago,Illinois,1,4,5,Four men were wounded and one killed in an early morning shooting. The group was standing in the street when a verbal altercation escalated with at least two shooters.
12/7/20,Chicago,Illinois,1,3,4,A man was killed and two other men and a woman were wounded in Englewood in the evening.
12/7/20,Fort Lauderdale,Florida,2,2,4,"Two men were killed in an early morning shooting at a party, with two others wounded."
12/7/20,Baton Rouge,Louisiana,1,7,8,A man was killed and seven others injured in an early morning shooting outside an Exxon gas station.
12/6/20,Philadelphia,Pennsylvania,0,6,6,"Early in the morning five men and one woman were wounded after multiple men opened fire on a group in the Tioga neighborhood, causing the group to scatter and run away."
12/6/20,San Antonio,Texas,0,8,8,"A man denied entry into a bar for being too drunk, stated ""Don't you know who I am?"" to the bouncer before leaving. He returned later with a rifle and opened fire injuring five women and three men."
12/6/20,New York City,New York,1,3,4,A 19-year-old woman was killed and a man and a two teenagers wounded at a local park in the Bronx late at night.
11/30/20,Palmer,Alaska,4,0,4,"A man was killed, and shortly later a woman and two children; aged 10 and 7-years-old were killed at a home. An additional child was found uninjured in the home."
11/29/20,Grenada,Mississippi,0,11,11,Eleven people were shot at a motorcycle club. The injured were treated at nearby hospitals and no arrests have been made.
11/29/20,Memphis,Tennessee,2,2,4,Two people were killed and two wounded in an apartment complex near Memphis International Airport.
11/28/20,New Orleans,Louisiana,0,4,4,"Four people were shot in the evening, in New Orleans East."
11/28/20,Aiken,South Carolina,1,14,15,A man was killed and fourteen other people were injured shortly after midnight at a nightclub. At least three men fled in a vehicle and continued to fire from the vehicle.
11/27/20,Toledo,Ohio,0,6,6,Five people were wounded while leaving a club in the early morning. A sixth person was wounded by a stray bullet while at home.
11/27/20,Macon,Georgia,1,5,6,A woman was killed and five people wounded by gunfire and two stabbed outside a nightclub after an early morning argument.
11/26/20,Henderson,Nevada,1,4,5,"One person was killed and four injured in a shooting outside a 7-Eleven store. The possible suspects were arrested on other charges in nearby Parker, Arizona."
11/22/20,New York City,New York,1,6,7,A woman was killed and six others were injured at a party in the Bedford–Stuyvesant neighborhood of Brooklyn.
11/22/20,Trenton,New Jersey,0,4,4,Four people were wounded in an evening shooting in the Stuyvesant area.
11/21/20,Bellevue,Nebraska,2,2,4,Two people were killed and two others wounded at a Sonic Drive-In after police responded to a call of a bomb inside a truck. A suspect has been arrested.
11/21/20,Chicago,Illinois,0,6,6,Six people were wounded in an early morning shooting in Gresham on the South Side after a man opened fire on them from the sidewalk.
11/21/20,Phoenix,Arizona,1,4,5,A woman was killed and three adults and a teenager were wounded at an illegal warehouse party.
11/20/20,Elberta,Michigan,3,1,4,"A family of four, a husband and wife and their two adult sons, were shot in their home. The husband is in critical condition at a local hospital. A recently discharged gun was found at the scene and police do not believe there is a suspect at large."
11/20/20,Wauwatosa,Wisconsin,0,8,8,"Mayfair Mall shooting: Eight people were hospitalized with non-life-threatening injuries after a person opened fire at the Mayfair Mall. Several people, including a 15-year-old boy from Milwaukee, have been arrested in the case."
11/19/20,Haines City,Florida,1,3,4,One person was killed and three injured in a drive-by shooting while standing under a carport.
11/18/20,Houston,Texas,3,2,5,A man shot and killed his uncle and cousin and wounded his wife and aunt before committing suicide. His uninjured infant daughter was also in the home.
11/18/20,Florence,South Carolina,0,4,4,Four people were wounded in an evening shooting.
11/17/20,Jackson,Tennessee,0,4,4,Four people were wounded at a home that had been the site of a break in back in January 2020.
11/16/20,Chicago,Illinois,0,4,4,Four people were wounded at the Dearborn homes after another group began an argument which escalated.
11/16/20,Miami,Florida,0,4,4,Two adults and two children under the age of seven were wounded in a drive-by shooting. They were standing outside a home in Golden Glades.
11/16/20,Chicago,Illinois,0,4,4,Four people were wounded in a drive-by shooting while walking down a road on the West Side. Two of the wounded were teenage girls.
11/15/20,Shreveport,Louisiana,0,5,5,Five people were shot shortly after midnight while attending a street gathering.
11/15/20,Riverdale,Georgia,2,2,4,Two men were killed and two injured at a trailer park in a late night shooting.
11/14/20,Cincinnati,Ohio,0,4,4,"Four teenagers, aged between twelve and fifteen, were wounded in an evening drive by shooting in the Winton Hills area."
11/14/20,Fulton,Missouri,0,4,4,Four people were wounded in a late night shooting at an event center. The center had been rented out for a birthday party prior to the shooting.
11/14/20,Sumter,South Carolina,3,1,4,"Shortly before midnight, three people were killed and a pregnant woman wounded in a home."
11/14/20,Riverside,California,2,3,5,Officers responding to an assault with a deadly weapon call found two men who later died at a hospital. Three additional wounded individuals were identified at a hospital.
11/10/20,Atlanta,Georgia,0,4,4,Four people were wounded in an evening shooting at a downtown hotel. Additional guns and pills were discovered at the scene of the shooting.
11/9/20,Donaldson,Louisiana,0,5,5,"Five people were wounded at a large party, with one aged sixteen-years-old."
11/8/20,Los Angeles,California,0,5,5,"Five people were wounded shortly after midnight outside of a warehouse in the Harbor Gateway neighborhood. The shooting occurred after an argument escalated, and an additional person was injured attempting to climb a fence."
11/7/20,Wilmington,Delaware,0,5,5,Four teenagers aged between 15 and 13-years-old and 10-year-old child were wounded. Someone opened fire on a playground late at night.
11/7/20,Rochester,New York,0,6,6,Responding officers to an early morning block party arrived to gunfire. Two wounded individuals were identified at the party and four others were identified at local hospitals.
11/6/20,Monroe,Louisiana,6,0,6,"A mother killed her neighbor, and four children aged 12, 8, and 5-years-old and a 5-month-old infant, before committing suicide in a murder-suicide."
11/6/20,Washington D.C.,Washington D.C.,0,7,7,Seven people including two juveniles were wounded in the Trinidad neighborhood of DC. Officers discovered the victims after hearing gunshots in the early morning.
11/6/20,Houston,Texas,2,4,6,"Two men were killed, and three men and a 13-year-old were wounded in a drive-by shooting while standing in an apartment complex parking lot."
11/6/20,Richmond,Virginia,0,4,4,Shortly after midnight responding officers discovered two men wounded by gunfire. Another man and a woman were taken to the hospital in private vehicles.
11/5/20,Montgomery,Alabama,0,4,4,Police responding to a call about a gunshot victim discovered one victim with the other three transported to the hospital via private vehicle.
11/4/20,Bakersfield,California,0,6,6,One juvenile and five adults were wounded after at a large party at an apartment complex was fired upon by at least four shooters.
11/1/20,Aurora,Colorado,0,5,5,"Five people, including three teenagers, were wounded by a 16-year-old shooter at an apartment building."
10/31/20,Sacramento,California,0,4,4,Four people were wounded in a drive-by shooting in the Natomas area. Those wounded had gathered at a home there.
10/31/20,Anaheim,California,0,4,4,Four people were wounded in an early morning shooting at a strip club. The shooter pulled up outside the club and opened fire.
10/31/20,Sumner,Washington,0,5,5,"Five people were wounded after an argument escalated outside of a house party, shortly after midnight."
10/31/20,Las Vegas,Nevada,0,4,4,"Four people were shot in a neighborhood, at a believed house party after a dispute escalated. The wounded are believed to be teenagers."
10/31/20,College Park,Maryland,0,7,7,Seven people were wounded at a party held in a hotel room at the University of Marylandand.
10/30/20,Waldorf,Maryland,1,3,4,Two groups of men got into a dispute inside a cigar and hookah lounge and the argument escalated. One man was killed and three injured.
10/30/20,Chicago,Illinois,1,3,4,A man was killed and two adults and a sixteen-year-old were injured after a man entered a home in Morgan Park and opened fire. Police believe the shooting was drug related.
10/29/20,Winter Garden,Florida,0,4,4,"A patrol officer discovered four people wounded after an argument escalated late at night. One of the victims has a concealed weapons permit, but officers are unsure who actually fired."
10/28/20,Roanoke,Virginia,0,4,4,Officers responded to a report of multiple shots fired and found four individuals wounded in a home.
10/28/20,Newark,New Jersey,1,3,4,One individual was killed and three others wounded after a heated argument escalated.
10/26/20,Bessemer,Alabama,1,3,4,An eighteen-year-old was killed and three other teens were wounded in a house during the evening.
10/25/20,Raleigh,North Carolina,1,3,4,Four men were shot in the early morning. Two men were later arrested for the shooting and a wounded man died later at the hospital.
10/25/20,San Antonio,Texas,0,4,4,A dispute potentially near I-35 escalated and four people within a car were shot. The car crashed a short time later. Three adults and a thirteen-year-old were wounded and three additional children were not injured.
10/25/20,Fort Worth,Texas,2,3,5,A fight broke out at an early morning house party and escalated. Two men were killed and three others wounded.
10/24/20,Greenwood,Mississippi,2,8,10,A gunman walked into a family's front yard and opened fire on a family gathering shortly before midnight. The family had gathered for a funeral and two were killed and eight wounded.
10/22/20,Baltimore,Maryland,0,4,4,Three men and a woman were wounded in a shooting shortly after midnight.
10/22/20,Rayne,Louisiana,0,5,5,A vehicle with six passengers – two adults and four juveniles – was traveling on I-10 when a car next to them opened fire. Five people in the car were wounded.
10/22/20,Boston,Massachusetts,0,4,4,Officers responded to a gunfire locator alert and multiple 911 calls and found two individuals wounded. An additional two transported themselves to the hospital.
10/22/20,Miami,Florida,1,3,4,Shortly before midnight someone opened fire in a Miami neighborhood. A man was killed and two adults and an infant girl were wounded.
10/21/20,New York City,New York,1,5,6,A man was killed and five other people were wounded in a drive-by shooting in Prospect Lefferts Gardens in Brooklyn.
10/21/20,Canton,Mississippi,1,3,4,A gunman ambushed four people waiting in a car at a McDonald's drive through. One person in the car was killed and two adults and a thirteen-year-old were injured.
10/20/20,Houston,Texas,3,1,4,An argument at a local open-mike night for rappers at a club escalated when at least two people opened fire. Three men were killed and one injured.
10/19/20,Mansfield,Ohio,0,5,5,Five people were wounded in a drive-by-shooting while standing outside a house during a party. A seventeen-year-old and four adults were among the injured.
10/19/20,New Orleans,Louisiana,1,3,4,A man was killed and three others wounded after gunfire erupted in front of a convenience store.
10/18/20,Annapolis,Maryland,1,3,4,An argument at an early morning house party escalated and one man was killed. Another adult and two seventeen-year-old girls were wounded.
10/18/20,Nashville,Tennessee,0,4,4,"Two men were discovered wounded at a home near Belmont University, and two others arrived at local hospitals later."
10/18/20,Chicago,Illinois,1,4,5,A gunman walked into an East Garfield Park home and opened fire. He killed one man and wounded four others.
10/17/20,Rock Hill,South Carolina,0,5,5,"A patrol officer heard gunfire near a local lounge in the early morning, and found a wounded man. Four others were transported by private vehicles to local hospitals."
10/17/20,Lockport,New York,1,5,6,Shortly after midnight two men approached a home hosting a Halloween themed house party opened fire on the closed garage door. A 21-year-old college student was killed and five others were wounded.
10/16/20,Mesa,Arizona,1,6,7,Six people were injured in a drive-by shooting and one was killed. Three of the injured were children and three were adults. The victim killed was one year old.
10/16/20,San Francisco,California,1,3,4,A man was killed and another and two women were injured in an evening shooting.
10/16/20,Orlando,Florida,3,1,4,Three people were killed and one wounded after an argument occurred in the early morning at a private motorcycle club over a motorcycle. The wounded victim is refusing to cooperate with police.
10/16/20,San Jose,California,2,4,6,Shortly before midnight two men were killed and four injured at a local restaurant.
10/15/20,Lafayette,Louisiana,2,2,4,A party after a University of Louisiana football game in Moore Park led to an early morning shooting after an argument escalated. Two people were wounded and two killed.
10/15/20,Baltimore,Maryland,0,7,7,Seven people were wounded in an evening shooting in Southwest Baltimore. Two people were discovered at the scene and five were later discovered at area hospitals.
10/14/20,Philadelphia,Pennsylvania,0,4,4,Four men were injured at a gas station in an evening shooting in Southwest Philadelphia.
10/12/20,Jackson,Mississippi,0,5,5,Five men were wounded in a late night shooting. They were playing dice outside an apartment complex when a man drove up and started shooting. The man chased them through the complex before fleeing.
10/12/20,Metairie,Louisiana,2,2,4,Two people were killed and two wounded in a parking lot after an SUV pulled into it.
10/12/20,Tifton,Georgia,0,4,4,Four people were wounded near the Charles Spencer Elementary School during school hours. No students were harmed or in danger.
10/11/20,Tampa,Florida,1,7,8,A man was killed and seven other men and teenagers were wounded in a drive-by shooting. A car opened fire on a group gathered at a basketball court next to a Boys & Girls Club.
10/10/20,Chicago,Illinois,1,3,4,Four people were inside a vehicle when they were hit by gunfire near the West Garfield Park on the West Side. A man died and two adults and a seventeen-year-old girl were wounded.
10/10/20,Kingstree,South Carolina,0,8,8,A man opened fire after he was ejected from a nightclub by firing into the club while standing in the road. Three people were discovered in the club and five were taken to the hospital in private vehicles.
10/10/20,Jennings,Missouri,2,2,4,A woman and her six-year-old daughter were killed and her other daughters aged sixteen and ten-years-old were wounded. The woman's boyfriend was arrested as a person of interest.
10/9/20,New Orleans,Louisiana,3,1,4,"Four minutes after a shooting, police were alerted to a second in which three men died, and one wounded."
10/6/20,Toledo,Ohio,1,3,4,Early in the morning ShotSpotter alerts caused officers to respond to a graduation party. One 18-year-old was killed and with three others wounded.
10/6/20,Sacramento,California,1,3,4,"Shortly before midnight, officers discovered three adults men and one juvenile boy wounded by gunfire. One adult man died later at the hospital."
10/6/20,Paso Robles,California,2,5,7,"A man shot and killed an individual and wounded an officer, responding officers killed the suspect and three officers were wounded after a short manhunt."
10/5/20,Baton Rouge,Louisiana,0,5,5,"Multiple gunmen were involved in a shootout at a local food market, wounding five including a minor."
10/5/20,Fort Worth,Texas,0,5,5,"Five people were wounded in a public park where hundreds were gathered, with some reporting the gunfire was fireworks."
10/5/20,Katy,Texas,0,6,6,"A dispute between two neighbors escalated causing five people to be wounded, including a five-year-old girl."
10/4/20,Muskegon,Michigan,0,4,4,Police were alerted of shots fired shortly after midnight and arrived to find the suspect had fled and the four wounded had transported themselves to the hospital.
10/3/20,Chester,Pennsylvania,2,2,4,Police responding to a shooting discovered two 15-year-old boys killed and a third juvenile injured. A fourth wounded juvenile involved in the shooting was later identified at a medical center.
10/2/20,Dover,Delaware,1,4,5,One person was fatally shot and four others were wounded in a shooting. It was initially reported that three victims were injured but a fourth one was discovered later and refused medical treatment. The four victims suffered non life-threatening injuries.
9/30/20,Milwaukee,Wisconsin,0,7,7,Seven people were shot at a funeral home.
9/30/20,Jacksonville,Florida,0,4,4,Two men and two women were wounded inside an apartment with no signs of a break-in.
9/30/20,Greensboro,North Carolina,0,4,4,Four North Carolina A&T State University students were wounded in an off-campus apartment complex.
9/29/20,Philadelphia,Pennsylvania,0,5,5,Five men were wounded shortly before midnight while standing on a porch in the Logan section of the city.
9/29/20,Plainsville,Ohio,2,2,4,Two men were killed and two wounded in an afternoon shooting. The men were recording a music video and got into an argument with another group which escalated.
9/28/20,Detroit,Michigan,0,6,6,Four men and two women were injured in an early morning shooting after a large crowd had congregated outside a Gentleman's club in the city's southwest side.
9/27/20,Sandusky,Ohio,0,4,4,"A man shot and wounded four people shortly before midnight, with one victim discovered in a vehicle by police."
9/27/20,Nashville,Tennessee,0,4,4,"Four people were wounded near an intersection in the afternoon after an argument escalated. The gunman walked away to his vehicle, retrieved a pistol, opened fire, and drove away."
9/27/20,San Bernardino,California,1,3,4,A nineteen-year-old was killed and three others injured in an evening shooting.
9/26/20,Enterprise,Alabama,1,3,4,One man died and three others injured after someone opened fire on an early morning party in an apartment complex parking lot.
9/26/20,Philadelphia,Pennsylvania,0,4,4,"Two teens, aged fifteen and sixteen-years-old and two adults were wounded just before midnight at a block party in West Philadelphia. The teens and one adult had been leaving the party when the gunman opened fire."
9/26/20,Chicago,Illinois,0,4,4,Two men and two women were injured in an early morning drive-by shooting in Marquette Park on the Southwest Side.
9/26/20,Waterloo,Iowa,2,6,8,Two people were killed and six injured in a shooting at a motorcycle club where over 100 people had gathered. Four others suffered injuries from broken glass and debris while fleeing from the gunfire.
9/25/20,Philadelphia,Pennsylvania,0,4,4,Four teenagers aged between seventeen and nineteen-years-old were injured in a late night shooting in the Frankford section of the city.
9/23/20,Minneapolis,Minnesota,0,5,5,Three men and two women were injured outside a bar early in the morning after an argument escalated. The bar was the scene of another mass shooting in June were a man died and six were injured.
9/23/20,Hampton,Georgia,1,3,4,A woman was killed and her mother and young child were injured when a man entered the home and shot. He shot and injured an additional woman while carjacking her in an attempt to flee.
9/21/20,Struthers,Ohio,1,4,5,"A man barged into a home in the early morning and opened fire, wounding four adults and killing a four-year-old child. The child reportedly was held by his mother when the man opened fire and was struck and killed in her arms."
9/20/20,New York City,New York,0,4,4,Two women were discovered wounded in front of a house in Queens by police. Two men arrived at the hospital by private vehicles at a later time.
9/20/20,Stamford,Connecticut,1,3,4,A woman was killed and three others injured in a housing complex parking lot shortly after midnight. A large crowd had gathered and someone opened fire.
9/19/20,Plainfield,New Jersey,0,4,4,Police officers responded to a shooting after a ShotShopper alert and found four people wounded.
9/19/20,West Memphis,Arkansas,0,5,5,Five people were shot in an evening shooting.
9/19/20,Chicago,Illinois,0,4,4,"Four people were wounded in West Pullman less than an hour after the shooting in West Englewood. Two sedans pulled up to a group outside and opened fire towards people on the sidewalk, home porch and inside the home."
9/19/20,Buffalo,New York,1,4,5,A woman was killed and four other people were injured in an early morning shooting at a street party.
9/19/20,Rochester,New York,2,14,16,Rochester shooting: Two people were killed and 14 others were injured in Rochester at a backyard party on Pennsylvania Avenue.
9/19/20,Chicago,Illinois,0,4,4,Four men were wounded in West Englewood while standing outside when someone opened fire.
9/18/20,Little Rock,Arkansas,0,4,4,"Four people were wounded in a drive-by afternoon shooting, near I-630."
9/16/20,Philadelphia,Pennsylvania,2,3,5,"Two men were killed and three wounded while playing basketball at the Roberto Clemente Playground in Spring Garden. Police believe the men were targeted as the three shooters chased them down, after the first confrontation."
9/15/20,San Jose,California,2,3,5,Two people were killed and three others injured in a quintuple shooting near San Jose State University.
9/15/20,Chicago,Illinois,0,5,5,"Five people, including three teenagers, were wounded in a drive by shooting. The group were outside celebrating Mexican Independence."
9/14/20,New Brunswick,New Jersey,2,6,8,Two people died and six others were injured in an overnight shooting near Rutgers University.
9/14/20,Baker,Louisiana,0,4,4,"Three people were wounded in a vehicle and a fourth while walking down the street, after a drug deal turned into a robbery. One of the wounded was an eight-year-old girl."
9/13/20,Chicago,Illinois,1,3,4,"A man was killed and two adults and a seventeen-year-old boy were wounded while sitting on a homes porch in Englewood, after two men exited a vehicle and opened fire."
9/13/20,Grand Rapids,Michigan,0,7,7,Seven people were wounded in a late night shooting outside a business in the city's southeast side. One victim's injuries were considered life-threatening.
9/13/20,Manchester,Tennessee,3,3,6,"A man opened fire inside a vehicle on I-24 and killed one person in his vehicle and wounded another. He attempted to carjack three vehicles and wounded two people, before taking two hostages. At the end of the hostage taking a hostage and the gunman were dead and the other hostage released."
9/13/20,Tampa,Florida,0,4,4,A security guard and three club goers were wounded after an individual opened fire from a car shortly after midnight.
9/11/20,Fort Worth,Texas,0,4,4,Two adults and two children were wounded in an afternoon shooting at a local food mart. Police are investigating it as possible gang activity.
9/9/20,St. Louis,Missouri,1,3,4,A man was killed and three others wounded in the Wellston neighborhood.
9/8/20,Washington D.C.,Washington D.C.,1,21,22,"2020 Washington, D.C. block party shooting: A 17-year-old boy was killed and 21 others injured, including an off-duty police officer, at a party in the southeastern section of the nation's capital. Police are looking for three suspects."
9/8/20,Houston,Texas,0,4,4,"Four men were wounded being a gas station shortly before midnight. The men were playing dice, when a gunman walked up, shot them and fled on foot."
9/8/20,Jackson,Mississippi,0,4,4,"Four people were wounded in the evening, two of the victims drove away and later crashed outside a local bank."
9/8/20,Denver,Colorado,0,10,10,Ten people were injured in a drive-by shooting during a family gathering in a park.
9/8/20,Toledo,Ohio,0,6,6,Six people were wounded in the early morning after a large gathering turned violent near a shopping center.
9/6/20,Vallejo,California,2,3,5,Two women were killed and two adults and a 10-year-old child were injured at a child's birthday party late at night.
9/6/20,Scotland Neck,North Carolina,0,5,5,Four adults and a six-year-old child were wounded in a drive-by shooting at a home and vehicle.
9/6/20,Philadelphia,Pennsylvania,1,6,7,"Just before midnight, a shootout occurred in an apartment complex in the Northern Liberties neighborhood. Six people were wounded and a man was found dead behind some cars near the complex."
9/5/20,St. Louis,Missouri,0,4,4,Four people were wounded during a late night shooting.
9/2/20,San Antonio,Texas,0,4,4,A heated argument turned violent between a man and a woman in front of a house which led to a shooting. Four people were injured as a result of the shooting and were each transported to a hospital. Three of them were listed in serious condition while the fourth was in stable condition. Two of the injured were charged afterwards.
9/2/20,Youngstown,Ohio,3,2,5,"Three people were killed and two others were injured in a shooting at a club. The conditions of the injured are unknown. According to police, one of the victims was found dead inside a car. At least one suspect is in custody."
8/31/20,Tallahassee,Florida,0,4,4,"Police responding to a call of several people shot, found two adults and two teenagers aged thirteen and seventeen-years-old wounded in a townhouse complex."
8/30/20,Madisonville,Kentucky,0,5,5,Four adults and a fourteen-year-old girl were injured at a block party when an unknown individual opened fire early in the morning.
8/30/20,Chicago,Illinois,1,4,5,"Five people were shot, one fatally, at a restaurant in Morgan Park."
8/30/20,Zion,Illinois,0,4,4,A drive by shooting injured three adults standing outside early in the morning. An eight-year-old boy was injured when a bullet entered his bedroom through a wall.
8/30/20,San Antonio,Texas,2,2,4,"A nineteen and seventeen-year-old were killed and two other teenagers were wounded, when a vehicle pulled up to the car that they were in and opened fire. Officers believe at least one person in the vehicle was the intended target."
8/30/20,Lexington,Kentucky,0,7,7,Seven people were wounded at a community gathering at a local community center. Eyewitnesses were split on how the shooting occurred.
8/30/20,Buffalo,New York,1,4,5,"Five people were wounded in an early morning shooting, with one later dying at a hospital."
8/29/20,Rock Island,Illinois,1,5,6,A man was killed and five others injured in an early morning shooting near a local pub.
8/29/20,Las Vegas,Nevada,2,2,4,"Shortly before midnight a group was walking down an alley toward a store, when they were approached by three men. One opened fire and killed two of the group and injured two others."
8/28/20,Minneapolis,Minnesota,0,4,4,Four men were wounded by multiple shooters who fled the scene in the car they shot from.
8/28/20,Dallas,Texas,0,5,5,Four adults and a fifteen-year-old boy were wounded in a late night shooting in the Deep Ellum district.
8/27/20,Portland,Oregon,1,3,4,A sixteen-year-old boy was killed and three other juveniles were wounded in Gateway Discovery Park.
8/26/20,Pontiac,Michigan,3,1,4,"A man engaged in a year-long dispute with neighbors, shot four of them as they sat on his porch. Three died and one was wounded, with the shooter later turning himself in."
8/26/20,Hilton Head Island,South Carolina,0,4,4,"Three men and a woman were injured in a late night shooting, while in a large gathering."
8/26/20,Philadelphia,Pennsylvania,0,4,4,Three adults and a seventeen-year-old boy were injured in East Germantown in an evening shooting.
8/25/20,Rochester,New York,0,4,4,"Four men were wounded in an evening shooting, with two being transported to the hospital in private vehicles."
8/25/20,Norfolk,Virginia,0,5,5,Norfolk police said five people were shot on Wednesday night. One of the victims was a 1-month-old child. No suspect information is available at this time.
8/24/20,Sacramento,California,1,3,4,"A man was killed and three others wounded, in an early morning shooting."
8/24/20,Detroit,Michigan,0,4,4,"Four men were wounded after a vehicle pulled up and opened fire, with one of the wounded returning fire."
8/24/20,Richmond,Virginia,1,4,5,A man was killed and four others including a teenage boy were wounded in a night shooting.
8/24/20,West Palm Beach,Florida,0,4,4,Four people were wounded in an evening shooting.
8/23/20,Chicago,Illinois,0,4,4,"Four men were wounded standing outside a business in the Englewood neighborhood, in an afternoon drive-by shooting."
8/23/20,Pueblo,Colorado,0,6,6,Early in the morning responding officers found three wounded individuals at a home near Pikes Peak International Raceway. Three more wounded were identified at a local hospital and some of the wounded are teenagers. Officers believe the shooting happened at a house party.
8/23/20,Somerville,Tennessee,1,4,5,A nineteen-year-old man was killed and two men and two women injured in an early morning shooting at a party.
8/23/20,Champaign,Illinois,0,4,4,Four men were wounded at a party outside an apartment complex when a fight escalated early in the morning.
8/23/20,New York City,New York,1,3,4,A man was killed and three others wounded in a housing complex in Brooklyn in the early morning.
8/23/20,Pine Bluff,Arkansas,0,7,7,Seven people were wounded when gunfire erupted while a large crowd was gathered outside a gas station early in the morning.
8/22/20,Rockford,Illinois,1,3,4,Shortly before midnight one man was killed and three others injured.
8/22/20,Hueytown,Alabama,1,3,4,One person was killed and three wounded after an early morning shooting near the Allison Bonnet Memorial Drive.
8/19/20,Philadelphia,Pennsylvania,0,4,4,A gun fight wounded two adults and two seventeen-year-olds in West Philadelphia.
8/19/20,Chicago,Illinois,0,6,6,Five adults and a seventeen-year-old were wounded after a man stepped out of a vehicle and opened fire on a large gathering. The shooting took place in Gresham in the South Side.
8/18/20,Philadelphia,Pennsylvania,1,4,5,A man was killed and four others wounded including a fifteen-year-old in the Strawberry Mansion neighborhood.
8/18/20,New York City,New York,0,4,4,A car drove up to a Ravenswood Public Housing building in Queens and opened fire. A seventeen-year-old boy and three adults were wounded.
8/18/20,Rockford,Illinois,0,4,4,Four people were wounded in the early morning at a large gathering in Twin Sisters Park.
8/17/20,New York City,New York,0,4,4,Four men were wounded in an early morning shooting in Brooklyn. The suspected gunman fled in a car after opening fire.
8/17/20,Louisville,Kentucky,2,2,4,Two people were killed and two people were wounded in a shooting late at night before the car they were in crashed.
8/17/20,Cleveland,Ohio,0,5,5,Five people were wounded at Dove Park in an evening drive-by shooting.
8/17/20,Dayton,Texas,3,2,5,"A man is accused of killing his ex-girlfriend, a man in her home, and a neighbor and wounding two others. He was later arrested after hiding in the surrounding woods."
8/16/20,Lexington,Kentucky,1,3,4,An eighteen-year-old was killed and three others wounded after a disturbance occurred at a large gathering.
8/16/20,Oklahoma City,Oklahoma,0,4,4,Four people were wounded at a large birthday party in the parking lot.
8/16/20,Cincinnati,Ohio,1,3,4,"Responding officers found a man wounded shortly after midnight, who later died at the hospital. Three others arrived by private vehicles to the hospital."
8/16/20,Denver,Colorado,2,5,7,Two men were killed and five others were wounded in a shooting shortly after an earlier shooting.
8/16/20,Cincinnati,Ohio,2,9,11,One person died at the scene and one later at the hospital with nine others wounded in an early morning shooting.
8/16/20,San Antonio,Texas,0,5,5,"Five people were injured, one critically, in a shooting caused by a dispute at a flea market. A security guard returned fire."
8/15/20,Philadelphia,Pennsylvania,0,5,5,Four adults and a sixteen-year-old boy were injured shortly before midnight at a large block party when a group on motorcycles arrived and opened fire.
8/15/20,Rochester,New York,0,5,5,Five people were wounded shortly before midnight.
8/15/20,Belleville,Michigan,4,0,4,"Two men and two women were killed in a home, with one of the women killed identified as the shooter's former fiancée. The shooter boasted about the killings on social media and text messages before being arrested."
8/15/20,New Haven,Connecticut,1,5,6,One man was killed and five injured after a dice game grew violent shortly before midnight.
8/15/20,Troy,Alabama,2,3,5,Officers arrived at a large gathering early in the morning to disperse it. While doing so shots were fired in the apartment complex's parking lot. Two men were killed and three others wounded.
8/14/20,New York City,New York,0,4,4,Three women and one man were wounded late at night on Lenox Avenue in Harlem.
8/12/20,Lacombe,Louisiana,2,3,5,A group of four men attempted to rob a home at gun point. The home owner opened fire in defense and killed two of the robbers and wounded the other two. The homeowner's four-year-old child was also wounded.
8/11/20,Nashville,Tennessee,0,8,8,Eight people and a dog were injured in a shooting on Commerce Street in the early hours of the morning.
8/11/20,Virginia Beach,Virginia,0,4,4,Two adults and two children under the age of twelve were wounded in a gated apartment complex.
8/10/20,Philadelphia,Pennsylvania,1,6,7,At least two gunmen opened fire on a group of people in the city's Frankford neighborhood. One man was killed and six others wounded.
8/9/20,Baltimore,Maryland,0,5,5,Five people including a seventeen-year-old were injured while playing a dice game when a vehicle pulled up and opened fire.
8/8/20,Philadelphia,Pennsylvania,0,6,6,"A pregnant woman, three teenagers and two other women were wounded. They were a part of a large BBQ gathering at a public park."
8/8/20,Albany,New York,1,3,4,"A 18-year-old man was killed and a 22-year-old, 28-year-old, and 29-year-old were injured in a drive by shooting involving multiple suspected perpetrators."
8/8/20,Paducah,Kentucky,1,4,5,Shortly before midnight a man was killed and four others wounded in the city's north side.
8/8/20,Brockton,Massachusetts,0,5,5,Five men were wounded at a house party which was detected by the city's gunshot detection system. Prior a woman from the same party was stabbed.
8/8/20,Birmingham,Alabama,1,5,6,"A man was killed and five people, including an off-duty Birmingham Police officer, were wounded at a motorcycle club in Ensley. The shooting was reported to be due to an altercation escalating, with some of the victims innocent bystanders."
8/6/20,Memphis,Tennessee,0,4,4,A home was shot at first then after police investigated the shooters return and opened fire. Four people were injured in the second shooting including an 18-month-old infant.
8/6/20,New York City,New York,0,4,4,"A woman, two men and a 17-year-old were wounded after an argument escalated in Brooklyn. The shooter fled the scene."
8/4/20,Greenwood,South Carolina,1,3,4,A 19-year-old was killed and three others individuals were wounded at an apartment complex.
8/4/20,Detroit,Michigan,0,4,4,One man and three women were injured after an altercation escalated. A male shooter escaped the scene and a female was arrested for pointing a weapon at one of the wounded.
