date,city,state,dead,injured,total,description
5/6/18,Jacksonville,Florida,3,1,4,Three men were killed and a fourth was injured after a car pulled up alongside theirs and the occupant began shooting.
5/5/18,Columbus,Georgia,0,5,5,Five people were injured in a shooting. A suspect was arrested.
5/2/18,Colorado,Colorado,2,4,6,A sheriff's deputy was killed and three detectives and a passerby were wounded in a shooting. The suspect was killed by police.
5/1/18,Hattiesburg,Mississippi,0,6,6,Six people were wounded in a drive-by shooting behind a bar.
4/30/18,Washington,Washington D.C.,0,4,4,Four people were injured in a drive-by shooting.
4/30/18,Pompano Beach,Florida,0,4,4,A man pulled out a gun after being punched during an after-party at a club and wounded four people.
4/29/18,Wartburg,Tennessee,0,4,4,A man shot and wounded two people at an apartment complex. Two more people were wounded by gunfire while trying to disarm the shooter. The shooter was arrested.
4/29/18,West Palm Beach,Florida,1,3,4,A man killed one person and injured three others in a shooting at a nightclub. He was later arrested by police.
4/29/18,Monroe,North Carolina,1,3,4,A man killed one person and wounded three others in a shooting. He was later arrested by police.
4/29/18,Bryn Mawr-Skyway,Washington,2,2,4,Two people were killed and two others were injured in a shooting in a parking lot outside a motorcycle club.
4/28/18,Maxton,North Carolina,0,5,5,Five were injured in a shooting following an argument at a party.
4/25/18,Pine Bluff,Arkansas,0,4,4,Four people were injured after men stepped out of a truck and began shooting at them.
4/25/18,St. Louis,Missouri,3,1,4,Three people were killed and one was wounded after being shot in a home. A suspect was later taken into custody by police.
4/24/18,Flint,Michigan,0,4,4,Four people were injured in a shooting.
4/22/18,Nashville,Tennessee,4,2,6,"Nashville Waffle House shooting: A gunman entered a Waffle House, where he killed four people and injured two others. He was later taken into custody."
4/22/18,New Orleans,Louisiana,1,5,6,"After a domestic issue, a man went on a shooting spree that resulted in one death and five people being injured by gunfire. The man was arrested."
4/21/18,Philadelphia,Pennsylvania,2,2,4,A man killed two people and wounded two others after being kicked out of a party.
4/20/18,San Francisco,California,1,5,6,"A gunman shot six men standing near each, killing one and injuring five."
4/18/18,Asheville,North Carolina,4,3,7,"A man killed a mother and two of her children, wounded her other three children, and then killed himself."
4/15/18,Shreveport,Louisiana,0,6,6,Six people in a tattoo parlor were injured when they were shot at by a person in a pickup truck outside the business.
4/10/18,Swainsboro,Georgia,0,4,4,Four people were wounded when they were injured in a gang-related shooting.
4/10/18,Española,New Mexico,1,3,4,"Several people began firing at teenagers in a car, killing one and wounding three. Police believe they were targeting people with whom they had been in a dispute on social media, and that the teenagers were mistakenly targeted. Seven suspects were arrested on various charges related to the shooting, including three people charged with first-degree murder."
4/8/18,North Las Vegas,Nevada,0,6,6,Six people were injured during a shooting at a house party.
4/8/18,Chicago,Illinois,1,3,4,One person was killed and three were injured in the Austin neighborhood of Chicago.
4/8/18,Milwaukee,Wisconsin,0,4,4,Four people were injured when a gunman began shooting from a car at a group of people who were grilling and playing basketball in a park.
4/8/18,Kansas City,Missouri,0,6,6,Six people were shot when a man pulled a handgun from his waistband during a fight. The suspect was taken into custody.
4/7/18,Atlanta,Georgia,1,3,4,"After a bar fight spilled into a parking lot, shots were fired, killing one person and wounding three others."
4/7/18,Gary,Indiana,1,3,4,One person was killed and three were wounded.
4/6/18,Scottsdale,Arizona,7,0,7,"2018 Scottsdale shootings: Over the course of several days , a man killed a forensic psychologist, two paralegals, a counselor, and a couple from whom he took a handgun. The suspect killed himself when police began closing in on him."
4/5/18,Henderson,North Carolina,0,4,4,Four people were injured in a shooting.
4/5/18,Chicago Heights,Illinois,0,4,4,A shooting at a house party wounded four people.
4/4/18,New Orleans,Louisiana,2,2,4,Two people were killed and two others were injured in a shooting.
4/3/18,Rockford,Illinois,1,4,5,One man was killed and four other people were injured in a shooting at a party.
4/1/18,Brinkley,Arkansas,1,3,4,A 33-year-old was killed and three others wounded in a common area of an apartment complex.
3/31/18,Asbury Park,New Jersey,0,5,5,Five people were wounded in a drive-by shooting.
3/29/18,Plano,Texas,1,3,4,One person was killed and three others were injured in a shooting at an apartment complex. One person was arrested.
3/29/18,Camden,New Jersey,0,4,4,Four people were wounded in a shooting inside a business.
3/24/18,West Valley City,Utah,0,4,4,Four people were injured in a drive-by shooting directed at a traveling rap group. The shooting may have been gang-related.
3/21/18,San Francisco,California,1,5,6,"A police officer, the suspect, and four others were all wounded by gunfire. One of the wounded victims later died of his injuries."
3/17/18,Louisville,Kentucky,0,7,7,Seven people were injured in a shooting in a nightclub.
3/17/18,Harvey,Illinois,0,4,4,"Four men were wounded in a shooting in a strip club, which seemed to stem from an earlier incident at a different nightclub."
3/13/18,Macclenny,Florida,0,4,4,Four people were injured in a drive-by shooting. Two people were later arrested.
3/11/18,Watertown,New York,0,5,5,Five people were wounded in a shooting outside of a nightclub. The suspect was taken into custody by police.
3/10/18,Florence,South Carolina,2,6,8,"Florence, South Carolina shooting: Officers were shot at during a two-hour standoff while attempting to execute a search warrant in which the perpetrator held children hostage, killing two and wounding six before being arrested."
3/10/18,Philadelphia,Pennsylvania,1,4,5,One person was killed and four others were injured in a drive-by shooting outside of a store.
3/7/18,St. Louis,Missouri,1,5,6,One person was killed and five others were wounded in a drive-by shooting.
3/7/18,Washington,Washington D.C.,0,4,4,Four people were injured in a shooting.
3/6/18,Dallas,Texas,0,5,5,"After an argument at a football game, a man drove a moped into the middle of the field and began to fire a gun. Multiple people then began firing at the shooter. Five people were injured in the exchange of gunshots."
3/6/18,Chicago,Illinois,1,3,4,One person was killed and three others were wounded by two gunmen in a drive-by shooting.
3/4/18,San Bruno,California,1,4,5,"YouTube headquarters shooting: A woman approached an outdoor patio at YouTube Headquarters and wounded three people before committing suicide, a fourth person was injured in the evacuation."
3/3/18,Miami,Florida,0,4,4,Four people were injured in a shooting.
3/3/18,New York City,New York,1,3,4,One person was killed and three were injured in a shooting or series of shootings in a close vicinity in Brooklyn.
3/2/18,Cleveland,Ohio,1,5,6,One person was killed and five others were injured in a shooting at a sports bar.
2/27/18,Bridgeport,Connecticut,0,4,4,Four people were wounded after being shot by at least three shooters.
2/26/18,Detroit,Michigan,5,0,5,"A man shot and killed the mother of his child and another woman who was sitting with her in a car at a gas station. He then killed another man at the gas station before returning home and killing his cousin. After being urged by his mother to turn himself in to police, the suspect killed himself."
2/23/18,Palm Beach Gardens,Florida,1,3,4,One person was killed and three were injured after a drug deal.
2/18/18,San Antonio,Texas,0,5,5,Five people were injured in a shooting outside a Texas Roadhouse.
2/17/18,Kansas City,Kansas,1,7,8,One person was killed and seven others were injured at a party in what police suspect to be a gang-related shooting.
2/17/18,Memphis,Tennessee,0,5,5,Five people were wounded in a shooting outside a nightclub.
2/16/18,Oklahoma City,Oklahoma,1,3,4,One person was killed and three were injured inside a home. The man who died had been receiving threats after falling out with a gang. Two people were arrested.
2/14/18,Parkland,Florida,17,17,34,"Stoneman Douglas High School shooting: A former student of Marjory Stoneman Douglas High School entered the school, killed seventeen people, and wounded seventeen others. He was taken into custody by police."
2/13/18,New Orleans,Louisiana,3,5,8,A series of shootings left three people dead and five others wounded during the Mardi Gras celebration in New Orleans.
2/11/18,Long Beach,California,0,4,4,Four people were injured in a shooting in North Long Beach. Police suspect the incident was gang-related.
2/11/18,Tallahassee,Florida,3,5,8,"2018 Tallahassee shooting: A gunman killed two women and injured five others; four by gunfire, one by being pistol-whipped, at a yoga studio before killing himself in a murder–suicide."
2/9/18,San Bernardino,California,0,8,8,Eight people were wounded during a shooting at a dice game at an apartment complex.
